,text,date,label,label_name,id,toxicity_label,toxicity_score
4277,"{{USERNAME}} {{USERNAME}} 🔥BABY SLERF🔥	 Launching on 29/4 at 14PM UTC 	 💥Start MC $54K 	 ✅Presale instantly filled 	 THIS IS NEXT 100X $BABYSLERF	 X:{{USERNAME}}	 🌥️CA: 0x8189463Db14C6e06c382F13d4223280a80Eb5FF4	 😀 Ave,Dexview booked TOP 1  	 ✅CMC,CG PAID	 🟢 Many EXCHANGES	 ⭐️AUDIT DONE",2024-04-29,4,fellowship,1784825474147115489,5 stars,0.42671963572502136
4278,{{USERNAME}} {{USERNAME}} $RWA 🚀💎 Real world assets backing this gem! Generational wealth coming for us holders. Listed on major platforms. Big exchanges in the works. 6.3K strong holderbase! Moon soon! #RSF #BUYDIPS ❤️‍🔥,2024-04-29,4,fellowship,1784825472699785297,5 stars,0.8854424953460693
4279,Harmony is 🔑 		{{URL}} {{URL}} {{URL}},2024-04-29,4,fellowship,1784825462725754929,5 stars,0.5026311874389648
4280,"{{USERNAME}} Join the Zeus movement as we spread a message of love and unity across the globe. Zeus, Pepe’s loyal dog and true best friend, stands as a beacon of hope 		{{USERNAME}} 		🚀🚀🛸🚁❤️‍🔥❤️‍🔥💥⚡️✨🌟⭐️💫☀️⚡️⚡️💫 		#ZEPE #ZEUSDOG #ZEPEDOG",2024-04-29,4,fellowship,1784825450876842245,5 stars,0.6851878762245178
4281,{{USERNAME}} Please This Our Brother Doing This Podcasts How Can I Reach His Handle I Want To Support This Unity Work It's About Time,2024-04-29,4,fellowship,1784825441901007024,5 stars,0.5545791983604431
4282,"{{USERNAME}} {{USERNAME}} {{USERNAME}} 🔥BABY SLERF🔥	 Launching on 29/4 at 14PM UTC 	 💥Start MC $54K 	 ✅Presale instantly filled 	 THIS IS NEXT 100X $BABYSLERF	 X:{{USERNAME}}	 🌥️CA: 0x8189463Db14C6e06c382F13d4223280a80Eb5FF4	 😀 Ave,Dexview booked TOP 1  	 ✅CMC,CG PAID	 🟢 Many EXCHANGES	 ⭐️AUDIT DONE",2024-04-29,4,fellowship,1784825436637376982,5 stars,0.4325487017631531
4283,"people, Karpuri Thakur ji, who gave the message of upliftment of the backward and social harmony, is the honor of every person belonging to the backward society of our country. All this would not have been possible if there was no Modi ji's government. #BiharMeinAmitShah",2024-04-29,4,fellowship,1784825431432245466,5 stars,0.40874218940734863
4284,{{USERNAME}} Well you DID get a little bit of calcium at least Harmony! 😉,2024-04-29,4,fellowship,1784825423748075765,4 stars,0.3323576748371124
4285,"{{USERNAME}} {{USERNAME}} 🔥BABY SLERF🔥	 Launching on 29/4 at 14PM UTC 	 💥Start MC $54K 	 ✅Presale instantly filled 	 THIS IS NEXT 100X $BABYSLERF	 X:{{USERNAME}}	 🌥️CA: 0x8189463Db14C6e06c382F13d4223280a80Eb5FF4	 😀 Ave,Dexview booked TOP 1  	 ✅CMC,CG PAID	 🟢 Many EXCHANGES	 ⭐️AUDIT DONE",2024-04-29,4,fellowship,1784825423362400598,5 stars,0.42671963572502136
4286,I dream of a day were black people will understand the meaning of UNITY and supporting one another. Leaving the country in a better shape than it was with past generation and that goes with acknowledging the efforts and sacrifices of those came before us. JUST ME WISHING 🇿🇦 {{URL}},2024-04-29,4,fellowship,1784825422498140298,5 stars,0.4444466233253479
4287,"pokemon za is gonna have a new type		reason why i think its sound/music is that the opening has no harmony at all until we go into lumiose 		scarlet and violet had a clock spinning backwards and forwards, showing its theme before we even knew it	#pokemon	{{URL}}",2024-04-29,4,fellowship,1784825418127733050,2 stars,0.34252074360847473
4288,{{USERNAME}} A beckoning to the crypto fellowship: it's exploration time. {{URL}},2024-04-29,4,fellowship,1784825418069033239,5 stars,0.35113638639450073
4289,WTS 	PC set A ver The great unity		Update: 	Haechan ✅❌❌❌❌	Mark ❌	Taeyong ❌❌	Jaehyun ✅✅❌❌❌	Jungwoo✅❌❌	Doyoung ✅✅❌	Yuta ❌❌	Johnny ✅❌❌		Diskon 15% via Shopee video	{{URL}} {{URL}},2024-04-29,4,fellowship,1784825416114676054,5 stars,0.3884306848049164
4290,#BTC #ETH	🏁retweet to continue the work🏁		#EGLD/USDT  	Exchanges:  	 	Signal Type: Regular (Long)	Leverage: Cross (50х)		Entry Targets:	40.00		Take-Profit Targets:	1) 40.60000	2) 41.00000	3) 41.40000	4) 42.00000	5) 42.40000	6) 43.00000		Stop Targets:… {{URL}},2024-04-29,4,fellowship,1784955185048981665,1 star,0.24231265485286713
4291,"{{USERNAME}} {{USERNAME}} Joy, Radiant now Harmony!",2024-04-29,4,fellowship,1784955184717902010,5 stars,0.8100535273551941
4292,{{USERNAME}} Harmony,2024-04-29,4,fellowship,1784955175075205195,5 stars,0.4618440270423889
4293,"Social Justice,women empowerment, economic equality,social harmony when you heard all these fabric of India, you will find out one leader who is always in the favor of these &amp; i.e. {{USERNAME}}. 		Today in India, he is strongly stand alone in the front of a dictator.	#RahulGandhi {{URL}}",2024-04-29,4,fellowship,1784955146444869836,5 stars,0.3730607330799103
4294,#Binance #Bitcoin #Trading #signal		#EGLD/USDT 	Exchanges: Bingx 	Registration	Signal Type: Regular (Long)	Leverage: Cross (50х)		Entry Targets:	40.00		Take-Profit Targets:	1) 40.60000	2) 41.00000	3) 41.40000	4) 42.00000	5) 42.40000	6) 43.00000	7) 		Stop… {{URL}},2024-04-29,4,fellowship,1784955144729178568,1 star,0.5223530530929565
4295,{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} Working together for the unity improving 💪,2024-04-29,4,fellowship,1784955132553421139,5 stars,0.4190857410430908
4296,#BTC #ETH	🏁retweet to continue the work🏁		#EDU/USDT  	Exchanges:  	 	Signal Type: Regular (Long)	Leverage: Cross (50х)		Entry Targets:	0.5450		Take-Profit Targets:	1) 0.55318	2) 0.55863	3) 0.56408	4) 0.57225	5) 0.57770	6) 0.58588		Stop Targets:	0.506… {{URL}},2024-04-29,4,fellowship,1784955119768924511,4 stars,0.24194766581058502
4297,{{USERNAME}} I call it the unity of Khamenei with Putin. Devastating combination. 	I want to see the parents of these imbeciles who are demonstrating on the streets.,2024-04-29,4,fellowship,1784955116425982263,1 star,0.5581478476524353
4298,{{USERNAME}} I've read elsewhere that the new law only applies to the banning of crypto exchanges and not the underlying assets. Seems like FUD to me.,2024-04-29,4,fellowship,1784955110482747857,1 star,0.47691860795021057
4299,"The landscape is a living mosaic of ecosystems, each contributing to the overall harmony. {{URL}}",2024-04-29,4,fellowship,1784955106343203174,5 stars,0.45060351490974426
4300,"{{USERNAME}} {{USERNAME}} OMG STOP REACHING,not everything has to mean something bad ppl, honestly it means:The star pentagram is generally accepted as a symbol of five elements:Spirit,Water,Fire,Earth &amp; air. It is typically surrounded by a circle,symbolizing the unity of these elements in the universe",2024-04-29,4,fellowship,1784992785927413909,1 star,0.34887275099754333
4301,"{{USERNAME}} {{USERNAME}} You are absolutely right ✅️ 	But if u study them, they understand unity when it comes to shearing Africa resources look at how the whole European nation are still influencing our politics till  today",2024-04-29,4,fellowship,1784992776532213879,5 stars,0.28296178579330444
4302,"1. Love the Fatherland, love the people	2. Study well, work well	3. Good unity, good discipline	4. Maintain hygiene	5. Honest, brave {{URL}} {{URL}}",2024-04-29,4,fellowship,1784992751756726456,5 stars,0.5980761647224426
4303,". {{USERNAME}} ""I want a strong Europe, I want unity instead of polarization"" #Election2024 . #MaastrichtDebate {{USERNAME}} {{URL}}",2024-04-29,4,fellowship,1784992736149447130,1 star,0.36483871936798096
4304,"{{USERNAME}} Based on Geats, we got: Pre-base (entry), base (Magnum-boost), sides, semi-upgrade (fever), upgrade (raising) upgrade 2 (command) super (Mark II) super 2 (Lazer Boost) semi-final (Mark III) final (IX) Extra final form (Oneness)",2024-04-29,4,fellowship,1784992724564766801,5 stars,0.3900757431983948
4305,"{{USERNAME}} {{USERNAME}} Seduction isn't merely a game of attraction; it's the art of connection, weaving desire into every gesture and glance. It's about understanding and anticipation, creating a symphony of passion where hearts and souls dance in harmony. #seduction	FREE READ👇	{{URL}}",2024-04-29,4,fellowship,1784992722429878311,4 stars,0.33541733026504517
4306,{{USERNAME}} I wouldn’t mind taking communion from her. {{URL}},2024-04-29,4,fellowship,1784992684408521056,1 star,0.3436877429485321
4307,"{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} Voted down by GOP:  Carried interest loophole, corporate offshore profits (deferral of income), capping itemized deductions, estate tax reform (lowering the threshold), reducing like-kind exchanges in real estate (to stop perpetual avoidance of capital gains)",2024-04-29,4,fellowship,1784992665223717114,1 star,0.698311984539032
4308,"{{USERNAME}} 2 things: 		1. Nuke threat isn't singular. Nuances in deployment method, yield, and target. 		2. In my opinion, you overestimate the resolve and unity of the West (and all its subdivisions) in the face of a ""tactical"" deployment (which won't necessarily happen on the battlefield)",2024-04-29,4,fellowship,1784992633032458291,2 stars,0.32513731718063354
4309,"A new chapter begins at BJP Barpeta Road Mandal Office! 		Diverse members, including the AAP social media Co-convener Shri. Kankan Talukdar, join us, symbolizing growth and unity.		Accompanied by Mandal President Shri. Hiranmay Gayan and Barpeta Road Municipal Board Chairman… {{URL}} {{URL}}",2024-04-29,4,fellowship,1784992632495857708,5 stars,0.5650006532669067
4310,{{USERNAME}} {{USERNAME}} What charade is that? That russia is a peace loving nation that only wants to live in harmony with the rest of the world? 😂😂😂😂😂,2024-04-29,4,fellowship,1784992625201684521,1 star,0.41473907232284546
4311,{{USERNAME}} Harmony,2024-04-29,4,fellowship,1784992617564160391,5 stars,0.4618440270423889
4312,{{USERNAME}} {{USERNAME}} There are no Ibos in Delta. Ibo insecurity is astounding. Everyone keeps rejecting you guys but you lack shame and self awareness. Unity beggars. 😂🤣,2024-04-29,4,fellowship,1784992601638084719,1 star,0.4221617579460144
4313,"Inviting Nominations for 2024 #phdfellowship, prize: US $5,000 &amp; travel funds to attend the {{USERNAME}} IEDM for the award presentation. Learn More &amp; Apply - {{URL}} #IEEEEDS #edsstudents #fellowships #phdfellowship {{URL}}",2024-04-29,4,fellowship,1784992581497069694,5 stars,0.29057613015174866
4314,{{USERNAME}} 🌹Welcome ALL 🇺🇸 #MAGA 	MAGA AMERICA UNITY is our only hope to defeat the monster sized syndicate of corruption fleecing money &amp; rights.  We must speak up &amp; fight back while we still can. Communication is key &amp; all accounts matter. 	❤️🤍💙 🇺🇸❤️🤍💙 🇺🇸❤️🤍💙	#INDEPENDENTS4TRUMP… {{URL}} {{URL}},2024-04-29,4,fellowship,1784992574878494851,5 stars,0.3500615358352661
4315,"Thank you {{USERNAME}} for your support &amp; help promoting #ProjectACESDay  May 1, 2024 	{{URL}}		Will you be joining in the spirit of fitness, fun &amp; unity?		Join the #WorldsLargestExerciseClass #ProjectACES	A lifetime of fitness starts here: {{URL}} {{URL}}",2024-04-29,4,fellowship,1784992570331865516,5 stars,0.452720046043396
4316,{{USERNAME}} Unity,2024-04-29,4,fellowship,1784992554108510278,5 stars,0.44779834151268005
4317,me everytime i need to edit an avatar but only the unity file is given {{URL}},2024-04-29,4,fellowship,1784992520100892843,4 stars,0.28402474522590637
4318,"{{USERNAME}} {{USERNAME}} Seduction isn't merely a game of attraction; it's the art of connection, weaving desire into every gesture and glance. It's about understanding and anticipation, creating a symphony of passion where hearts and souls dance in harmony. #seduction	FREE READ👇	{{URL}}",2024-04-29,4,fellowship,1784992509745139923,4 stars,0.33541733026504517
4319,{{USERNAME}} Unity,2024-04-29,4,fellowship,1784992478602596449,5 stars,0.44779834151268005
4320,{{USERNAME}} why is there no unity of AmaXhosa as a nation?... what unites the tribe together?... it feels like there was a compromise somewhere...,2024-04-29,4,fellowship,1784992476467531817,1 star,0.40276747941970825
4321,"According to Glassnode, Ethereum's supply on exchanges is steadily decreasing, outpacing even Bitcoin's decline.		Investors are actively accumulating long-term ETH positions,  signalling strong bullish sentiment.		With this trend, Ethereum {{URL}}",2024-04-29,4,fellowship,1784992460181037211,1 star,0.4782026410102844
4322,"It is so easy to just not tune into a lot of the stuff that disrupts the harmony between your mind, body and spirit.",2024-04-29,4,fellowship,1784992458113163334,2 stars,0.3344493508338928
4323,"Former Fifth Harmony member Dinah Jane has deleted all of her Instagram photos, teasing that something new is coming soon. {{URL}}",2024-04-29,4,fellowship,1784992445320884466,1 star,0.3301767408847809
4324,"{{USERNAME}} It is really sad to see how many communists will shout about ""freeing Palestine"" but when you bring out how only the socialist revolution and the unity of the proletariat (in this case Arab and Jewish) can stop the war they will just call you names and other stuff. {{URL}}",2024-04-29,4,fellowship,1784992380766027870,1 star,0.287161260843277
4325,His Glory Upon Us - Unity #unity #love #peace #christian #fypシ #apostleericgeveza #wordforallnationglobal {{URL}},2024-04-29,4,fellowship,1784992374168359246,5 stars,0.623878538608551
4326,"Meet one of our graduating undergrads, Viki Mancoridis ✨ Viki is heading to {{USERNAME}} for her PhD in Civil &amp; Environmental Engineering. She also won a DOE Computational Science Graduate Fellowship (DOE CSGF), which gives her full funding for her PhD. 		MIT is lucky to have you, Viki.… {{URL}} {{URL}}",2024-04-29,4,fellowship,1784992361891946925,5 stars,0.42352789640426636
4327,Anglican Communion. My #WOTD ✨,2024-04-29,4,fellowship,1784992360121733336,5 stars,0.4538375437259674
4328,#endwar #unity #solidarity #common #struggles against #oppression #utahphillips {{URL}},2024-04-29,4,fellowship,1784992355881308384,5 stars,0.3357662558555603
4329,being in the fifth harmony gc during wallows announcement today {{URL}},2024-04-29,4,fellowship,1784992336763564193,5 stars,0.3379818797111511
4330,"{{USERNAME}} {{USERNAME}} Join the Zeus movement as we spread a message of love and unity across the globe. Zeus, Pepe’s loyal dog and true best friend, stands as a beacon of hope		{{USERNAME}} 		🚀🚀🛸🚁❤️‍🔥❤️‍🔥💥⚡️✨🌟⭐️💫☀️⚡️⚡️💫		#ZEPE #ZEUSDOG #ZEPEDOG",2024-04-29,4,fellowship,1784992330434465978,5 stars,0.6427521109580994
4331,Deadline extended for a great Fellowship opportunity. Follow {{USERNAME}} below for more details. {{URL}},2024-04-29,4,fellowship,1784992326567518692,4 stars,0.364205926656723
4332,"{{USERNAME}} Indian is known for its ancient tradition based on tolerance, unity, equality, democracy. Many governments changed but major issues like terrorism, religious violence etc. has not changed over the years...	#TOIMakeTheConnection 		TAG	{{USERNAME}} 	{{USERNAME}} 	{{USERNAME}}",2024-04-29,4,fellowship,1784992322893000864,3 stars,0.21561771631240845
4333,"{{USERNAME}} {{USERNAME}} Seduction isn't merely a game of attraction; it's the art of connection, weaving desire into every gesture and glance. It's about understanding and anticipation, creating a symphony of passion where hearts and souls dance in harmony. #seduction	FREE READ👇	{{URL}}",2024-04-29,4,fellowship,1784992298851307937,4 stars,0.33541733026504517
4334,"{{USERNAME}} As we navigate the challenges of today and tomorrow, let us draw inspiration from Bush. they remind us that even in the face of adversity, there is always hopeand with innovation and unity, we can overcome any obstacle that stands in our way.#solanameme #memecoin $BUSH {{URL}}",2024-04-29,4,fellowship,1784992279154835815,5 stars,0.4676567018032074
4335,"{{USERNAME}} This is the winning aesthetic - nature, positivity, White unity, new retro wave soundtrack.",2024-04-29,4,fellowship,1784992277389082937,5 stars,0.7266407012939453
4336,{{USERNAME}} Harmony,2024-04-29,4,fellowship,1784992271190069405,5 stars,0.4618440270423889
4337,The Power of Visualization	Harmony Sterling		The Power of Visualization	How to Create an Effective Vision Board	Visualization and vision boards have gained popularity in recent years as powerful tools for manifesting goals and creating a more positive ...	{{URL}},2024-04-29,4,fellowship,1784992251808190629,5 stars,0.5305654406547546
4338,"Thank the orange criminal, he divide us all, Biden speaks about unity one America founded by immigrants one batió with equal opportunity for everyone {{URL}}",2024-04-29,4,fellowship,1784992243818094980,5 stars,0.3911678194999695
4339,"{{USERNAME}} {{USERNAME}} Wow, I'm ready for this! 🚀 Exciting news for $DOGEMOB partnering with {{URL}} adding to its impressive list of exchanges. Can't wait for the trading pair to go live! 🌟 #DOGEMOB",2024-04-29,4,fellowship,1784992224746541393,5 stars,0.8003469705581665
4340,Best Crypto Exchange | Top Crypto Exchanges | Best Cryptocurrency Exchange {{URL}} via {{USERNAME}},2024-04-29,4,fellowship,1784992216248934630,5 stars,0.9328100681304932
4341,Unity Stroll. 🫱🏽‍🫲🏾 HBCU All-Star Game 2️⃣0️⃣2️⃣4️⃣ #hbcuallstargame #thebestinblackcollegebasketball {{URL}},2024-04-29,4,fellowship,1784992209848197591,5 stars,0.4688437581062317
4342,"{{USERNAME}} Now, free and understanding people have united against Israel's crimes. In the hope of unity and solidarity among the people of the world, to establish the government of God's promised savior and the salvation of the whole world. {{URL}}",2024-04-29,4,fellowship,1784992200478085151,5 stars,0.5602319836616516
4343,"{{USERNAME}} {{USERNAME}} Seduction isn't merely a game of attraction; it's the art of connection, weaving desire into every gesture and glance. It's about understanding and anticipation, creating a symphony of passion where hearts and souls dance in harmony. #seduction	FREE READ👇	{{URL}}",2024-04-29,4,fellowship,1784992193737875514,4 stars,0.33541733026504517
4344,"'Zombie Girl AD.' on sale, only $17.50 {{URL}}		#gamedev #gamedevelopment #indiedev #gameart #unity #unity3d {{URL}}",2024-04-29,4,fellowship,1784992176704737730,1 star,0.6423864364624023
4345,{{USERNAME}} Unity,2024-04-29,4,fellowship,1784992170568790371,5 stars,0.44779834151268005
4346,{{USERNAME}} Unity,2024-04-29,4,fellowship,1784992167720783881,5 stars,0.44779834151268005
4347,"🚀 Ready to explore the future of social media? Join {{USERNAME}} and experience the power of $BLAZE token, now listed on major exchanges. Together, let's shape the digital landscape. #Web3 #Defi #Social_Media {{URL}} {{URL}}",2024-04-29,4,fellowship,1784992152436793495,5 stars,0.36821994185447693
4348,"{{USERNAME}} And we love her for that, harmony queen",2024-04-29,4,fellowship,1784992150519710178,5 stars,0.7473803162574768
4349,"Supporting Secure Game Data Exchanges: Blockchain supports secure data exchanges in multiplayer games, ensuring that data shared between players and servers is encrypted and secure from interception. #MetaProHUNArmy $MPRO {{USERNAME}}",2024-04-29,4,fellowship,1784992142730903826,4 stars,0.4920048415660858
4350,{{USERNAME}} {{USERNAME}} I understand your point: I only mean that because everything in Judaism emanates from the Ten Commandments then whatever is written in the Torah or any other Jewish scripture must be interpreted through the lens of and therefore be in complete harmony with the Ten Commandments -… {{URL}},2024-04-29,4,fellowship,1784992141472632860,4 stars,0.23349347710609436
4351,"{{USERNAME}} {{USERNAME}} Haha, you do! Your ""I think"" can accompany all your representations Luke, even if you refuse to countenance it ;). It's nice like that, the formal unity of apperception.",2024-04-29,4,fellowship,1784992135558914285,5 stars,0.5058448910713196
4352,Momentous day for 🇱🇾	The CBL &amp; IsDB signed a historic MoU with national/int'l partners pledging support. Paves way to empower Libyan SMEs through sustainable financing - major boost after YRs of instability. Unity around economic empowerment gives hope for entrepreneurs to thrive {{URL}},2024-04-29,4,fellowship,1784992133562151069,5 stars,0.7032219767570496
4353,"{{USERNAME}} {{USERNAME}} Seduction isn't merely a game of attraction; it's the art of connection, weaving desire into every gesture and glance. It's about understanding and anticipation, creating a symphony of passion where hearts and souls dance in harmony. #seduction	FREE READ👇	{{URL}}",2024-04-29,4,fellowship,1784992107846938923,4 stars,0.33541733026504517
4354,Thrupenny's journey is a testament to the power of unity and collaboration. Thank you for standing with us #TPYwarriors,2024-04-29,4,fellowship,1784992086321733868,5 stars,0.7751490473747253
4355,"Wait.... didn't Biden run on ""The guy who can get things done"" and ""I can reach across the aisle""		This is his version of unity?		And this is how he ""gets things done?""		Reminder of Joe ""getting things done"" 👇🏽 {{URL}}",2024-04-29,4,fellowship,1784992084597858508,1 star,0.40740248560905457
4356,Thrupenny's journey is a testament to the power of unity and collaboration. Thank you for standing with us #TPYwarriors,2024-04-29,4,fellowship,1784992074053333475,5 stars,0.7751490473747253
4357,"{{USERNAME}} Seduction isn't merely a game of attraction; it's the art of connection, weaving desire into every gesture and glance. It's about understanding and anticipation, creating a symphony of passion where hearts and souls dance in harmony. #seduction	FREE READ👇	{{URL}}",2024-04-29,4,fellowship,1784992065576644715,5 stars,0.37177205085754395
4358,{{USERNAME}} Unity,2024-04-29,4,fellowship,1784992064004088054,5 stars,0.44779834151268005
4359,{{USERNAME}} Unity,2024-04-29,4,fellowship,1784992053136646486,5 stars,0.44779834151268005
4360,"'The Demon' launch discount, now at $24.99 {{URL}}		#gamedev #gamedevelopment #indiedev #unity #unity3d {{URL}}",2024-04-29,4,fellowship,1784992025625919732,1 star,0.49980446696281433
4361,"{{USERNAME}} {{USERNAME}} Seduction isn't merely a game of attraction; it's the art of connection, weaving desire into every gesture and glance. It's about understanding and anticipation, creating a symphony of passion where hearts and souls dance in harmony. #seduction	FREE READ👇	{{URL}}",2024-04-29,4,fellowship,1784992021179957551,4 stars,0.33541733026504517
4362,Thrupenny's journey is a testament to the power of unity and collaboration. Thank you for standing with us #TPYwarriors,2024-04-29,4,fellowship,1784992008311902288,5 stars,0.7751490473747253
4363,"🔥 {{USERNAME}} will be listed on major exchanges tomorrow, April 30th.  	  	#Renzo will be listed on {{USERNAME}}, {{USERNAME}}, {{USERNAME}}, and other exchanges tomorrow, April 30th, at 12:00 UTC. Recently, Binance Launchpool introduced $REZ farming, offering 250M $REZ in… {{URL}} {{URL}}",2024-04-29,4,fellowship,1784992007770837016,1 star,0.48179540038108826
4364,{{USERNAME}} Thanks 🙏 to our best staff of {{USERNAME}} for supporting ssc Khaatumo state in the national unity &amp; security. Today you prove your nationalism &amp; taking your federal role in north Somalia 🇸🇴 which is your responsibility as a national federal ministry. Keep the hard work plz {{URL}},2024-04-29,4,fellowship,1784992001919725923,5 stars,0.47176069021224976
4365,"Supporting Transparency in Game Transactions: Blockchain supports transparency in game transactions by recording all exchanges on a public ledger, providing clear accountability and traceability. #MetaProHUNArmy $MPRO {{USERNAME}}",2024-04-29,4,fellowship,1784991998891393406,4 stars,0.5094826221466064
4366,📣Deadline extended to 12 May! There is still time to apply for the {{USERNAME}}-SCOR Fellowship Programme 2024! See details at {{URL}} {{URL}},2024-04-29,4,fellowship,1784991988527378941,1 star,0.40962785482406616
4367,Thrupenny's journey is a testament to the power of unity and collaboration. Thank you for standing with us #TPYwarriors,2024-04-29,4,fellowship,1784991979140444370,5 stars,0.7751490473747253
4368,Best Crypto Exchange | Top Crypto Exchanges | Best Cryptocurrency Exchange {{URL}} via {{USERNAME}},2024-04-29,4,fellowship,1784991955686178821,5 stars,0.9328100681304932
4369,{{USERNAME}} Unity + C#?,2024-04-29,4,fellowship,1784991936711156083,5 stars,0.23376554250717163
4370,Thrupenny's journey is a testament to the power of unity and collaboration. Thank you for standing with us #TPYwarriors,2024-04-29,4,fellowship,1784991929148617161,5 stars,0.7751490473747253
4371,"{{USERNAME}} Tesla should be pursuing Nikola's original purpose, of supplying LIMITLESS ENERGY to the People of Earth. So that they can ""buy time"" to find The Creator, and become closer to Unity. Money is the ROOT OF ALL EVIL; Wasted money on gadgets to make more money. (Service to Self)",2024-04-29,4,fellowship,1784991927391174999,1 star,0.3386448919773102
4372,🐴💪 Equine Elegance: Enhancing the harmony of horse movement through proprioception and strength training. 🌀🌟		Click below to read more 📲		#AudubonVeterinaryHospital #SaintFrancisville #AnimalHospital #Veterinarian #MicrochippingForPets #EquineServices	{{URL}},2024-04-29,4,fellowship,1784991925625405514,5 stars,0.49744781851768494
4373,"My irls convinced me to apply for a fellowship last month but honestly I might drop it, even though i got into it.",2024-04-29,4,fellowship,1784991897628332218,2 stars,0.3690478801727295
4374,Thrupenny's journey is a testament to the power of unity and collaboration. Thank you for standing with us #TPYwarriors,2024-04-29,4,fellowship,1784991890049282515,5 stars,0.7751490473747253
4375,{{USERNAME}}	How good is this? The communists are on a unity ticket with you. Who needs enemies when you have friends like this Chinese Communist Party? #Auspol2024	{{URL}},2024-04-29,4,fellowship,1784991884911501335,5 stars,0.31606149673461914
4376,"Made a floor spawning effect prototype. To the Unity experts, is there a way for me to do this more efficiently? Is this doable as a shader or particles?		Currently I am just doing a for loop with delay spawn as test {{URL}}",2024-04-29,4,fellowship,1784991867626721618,3 stars,0.27101266384124756
4377,You are trading against #algos and #exchanges.  Chop chop,2024-04-29,4,fellowship,1784991842670379380,1 star,0.3337981104850769
4378,"{{USERNAME}} Exchanges, DeFi, mixers, and now even wallets and infrastructures are getting sued. If every sector of this industry is getting legal trouble, how can it thrive in long term?",2024-04-29,4,fellowship,1784991841320099990,1 star,0.49045059084892273
4379,"{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} Neyaj Husen 	Of Jharkhand, Palamu	Hasanpur village, 	Abusing hindu god	On Instagram openly 	Which can destroy the peace and harmony of area 	I request {{USERNAME}}	{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}}",2024-04-29,4,fellowship,1784991838392422630,1 star,0.5425877571105957
4380,{{USERNAME}} To change the constitution?? 	To deprive the people of their rights? 	To continue committing crimes which #PrajwalRevanna did? 	To continue extorting money from corporates?	To divide the country based on religion and disturb the social harmony?	To make the rich richer?,2024-04-29,4,fellowship,1784991826757243285,1 star,0.5975598692893982
4381,{{USERNAME}} Unity,2024-04-29,4,fellowship,1784991818003910696,5 stars,0.44779834151268005
4382,"{{USERNAME}} Seduction isn't merely a game of attraction; it's the art of connection, weaving desire into every gesture and glance. It's about understanding and anticipation, creating a symphony of passion where hearts and souls dance in harmony. #seduction	FREE READ👇	{{URL}}",2024-04-29,4,fellowship,1784991814631502144,5 stars,0.37177205085754395
4383,{{URL}}		No one is fooling in the name of Lord Ram. It is the left loonies ideologies that is spreading the hate against the Hindus seeking the love towards Lord Ram. Stop demeaning the Hindus or films that promotes harmony in the name of Ram. 		#Hinduism,2024-04-29,4,fellowship,1784991810647155009,1 star,0.5199118852615356
4384,#chipndaleticket ౨ৎ		review booking tickets from chip &amp; dale ka 		 ♡⃘ NCT127 THE UNITY DAY 2 {{URL}},2024-04-29,4,fellowship,1784991787314188336,4 stars,0.22508494555950165
4385,{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} 		OKX is one of the best exchanges ever.  That is the reason I will continue to use it and prefer it over others,2024-04-29,4,fellowship,1784991785615257928,5 stars,0.5691231489181519
4386,Harmony Bloom by Mario Nieto is an awesome MIDI Generator and Visualiser available as a VST for use within your favourite DAW or in standalone mode! 		AVAILABLE HERE: {{URL}} {{URL}},2024-04-29,4,fellowship,1784991767839777069,5 stars,0.674062192440033
4387,"{{USERNAME}} Seduction isn't merely a game of attraction; it's the art of connection, weaving desire into every gesture and glance. It's about understanding and anticipation, creating a symphony of passion where hearts and souls dance in harmony. #seduction	FREE READ👇	{{URL}}",2024-04-29,4,fellowship,1784991763674829153,5 stars,0.37177205085754395
4388,"{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} I will speak of our business, we produce, poultry, meat and eggs, beef, pigs, sheep a market garden, black soldier fly larvae system, agroforestry, forestry, a shop, biochar production, a distillery, a lab, 3 PHD students. All work in harmony, the distillery uses grain grown on… {{URL}}",2024-04-29,4,fellowship,1784991748747358583,5 stars,0.5355678200721741
4389,Best Crypto Exchange | Top Crypto Exchanges | Best Cryptocurrency Exchange {{URL}} via {{USERNAME}},2024-04-29,4,fellowship,1784991710235463829,5 stars,0.9328100681304932
4390,"{{USERNAME}} EU tank deal, a key step in defense unity and tech leadership.",2024-04-29,4,fellowship,1784991696402469218,5 stars,0.6673997044563293
4391,"2. Select stocks in harmony with the trend. In an uptrend, select stocks that are stronger than the market. For instance, look for stocks demonstrating greater percentage increases than the market during rallies and smaller decreases during reactions. {{URL}}",2024-04-29,4,fellowship,1784991681646866508,4 stars,0.3994964063167572
